Sexo;Divisiones de la CNAE-09;Componentes del salario bruto anual;Periodo;Total
Hombres;B_S Todas las divisiones;Salario bruto;2022;29.381,84
Hombres;B_S Todas las divisiones;Pagos extraordinarios;2022;2.980,41
Hombres;B_S Todas las divisiones;Valoración en especie;2022;182,51
Hombres;B_S Todas las divisiones;Salario ordinario;2022;26.218,92
Hombres;B Industrias extractivas;Salario bruto;2022;35.064,02
Hombres;B Industrias extractivas;Pagos extraordinarios;2022;3.566,25
Hombres;B Industrias extractivas;Valoración en especie;2022;114,78
Hombres;B Industrias extractivas;Salario ordinario;2022;31.382,99
Hombres;10 Industria de la alimentación;Salario bruto;2022;26.444,62
Hombres;10 Industria de la alimentación;Pagos extraordinarios;2022;2.405,65
Hombres;10 Industria de la alimentación;Valoración en especie;2022;101,06
Hombres;10 Industria de la alimentación;Salario ordinario;2022;23.937,91
Hombres;11 Fabricación de bebidas;Salario bruto;2022;35.065,13
Hombres;11 Fabricación de bebidas;Pagos extraordinarios;2022;4.396,82
Hombres;11 Fabricación de bebidas;Valoración en especie;2022;321,55
Hombres;11 Fabricación de bebidas;Salario ordinario;2022;30.346,76
Hombres;12 Industria del tabaco;Salario bruto;2022;-49.564,06
Hombres;12 Industria del tabaco;Pagos extraordinarios;2022;-8.422,92
Hombres;12 Industria del tabaco;Valoración en especie;2022;-1.241,65
Hombres;12 Industria del tabaco;Salario ordinario;2022;-39.899,49
Hombres;13 Industria textil;Salario bruto;2022;25.084,01
Hombres;13 Industria textil;Pagos extraordinarios;2022;2.232,4
Hombres;13 Industria textil;Valoración en especie;2022;76,89
Hombres;13 Industria textil;Salario ordinario;2022;22.774,72
Hombres;14 Confección de prendas de vestir;Salario bruto;2022;-28.933,09
Hombres;14 Confección de prendas de vestir;Pagos extraordinarios;2022;-4.162,68
Hombres;14 Confección de prendas de vestir;Valoración en especie;2022;-101,71
Hombres;14 Confección de prendas de vestir;Salario ordinario;2022;-24.668,7
Hombres;15 Industria del cuero y del calzado;Salario bruto;2022;19.921,41
Hombres;15 Industria del cuero y del calzado;Pagos extraordinarios;2022;1.227,9
Hombres;15 Industria del cuero y del calzado;Valoración en especie;2022;52,95
Hombres;15 Industria del cuero y del calzado;Salario ordinario;2022;18.640,56
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Salario bruto;2022;23.000,29
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Pagos extraordinarios;2022;2.144,62
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Valoración en especie;2022;79,86
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Salario ordinario;2022;20.775,81
Hombres;17 Industria del papel;Salario bruto;2022;32.565,62
Hombres;17 Industria del papel;Pagos extraordinarios;2022;3.723,6
Hombres;17 Industria del papel;Valoración en especie;2022;213,13
Hombres;17 Industria del papel;Salario ordinario;2022;28.628,89
Hombres;18 Artes gráficas y reproducción de soportes grabados;Salario bruto;2022;26.470,07
Hombres;18 Artes gráficas y reproducción de soportes grabados;Pagos extraordinarios;2022;2.453,51
Hombres;18 Artes gráficas y reproducción de soportes grabados;Valoración en especie;2022;63,34
Hombres;18 Artes gráficas y reproducción de soportes grabados;Salario ordinario;2022;23.953,22
Hombres;19 Coquerías y refino de petróleo;Salario bruto;2022;-66.163,69
Hombres;19 Coquerías y refino de petróleo;Pagos extraordinarios;2022;-12.958,79
Hombres;19 Coquerías y refino de petróleo;Valoración en especie;2022;-299,29
Hombres;19 Coquerías y refino de petróleo;Salario ordinario;2022;-52.905,61
Hombres;20 Industria química;Salario bruto;2022;39.395,57
Hombres;20 Industria química;Pagos extraordinarios;2022;5.156,42
Hombres;20 Industria química;Valoración en especie;2022;278,01
Hombres;20 Industria química;Salario ordinario;2022;33.961,14
Hombres;21 Fabricación de productos farmacéuticos;Salario bruto;2022;44.902,29
Hombres;21 Fabricación de productos farmacéuticos;Pagos extraordinarios;2022;7.539,84
Hombres;21 Fabricación de productos farmacéuticos;Valoración en especie;2022;610,27
Hombres;21 Fabricación de productos farmacéuticos;Salario ordinario;2022;36.752,18
Hombres;22 Fabricación de productos de caucho y plásticos;Salario bruto;2022;30.772,54
Hombres;22 Fabricación de productos de caucho y plásticos;Pagos extraordinarios;2022;3.564,81
Hombres;22 Fabricación de productos de caucho y plásticos;Valoración en especie;2022;102,69
Hombres;22 Fabricación de productos de caucho y plásticos;Salario ordinario;2022;27.105,04
Hombres;23 Fabricación de otros productos minerales no metálicos;Salario bruto;2022;32.322,57
Hombres;23 Fabricación de otros productos minerales no metálicos;Pagos extraordinarios;2022;4.548,34
Hombres;23 Fabricación de otros productos minerales no metálicos;Valoración en especie;2022;277,77
Hombres;23 Fabricación de otros productos minerales no metálicos;Salario ordinario;2022;27.496,46
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Salario bruto;2022;36.845,79
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Pagos extraordinarios;2022;5.643,37
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Valoración en especie;2022;173,9
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Salario ordinario;2022;31.028,52
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Salario bruto;2022;27.383,14
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Pagos extraordinarios;2022;2.402,83
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Valoración en especie;2022;78,76
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Salario ordinario;2022;24.901,55
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Salario bruto;2022;36.274,22
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Pagos extraordinarios;2022;3.868,02
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Valoración en especie;2022;213,31
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Salario ordinario;2022;32.192,89
Hombres;27 Fabricación de material y equipo eléctrico;Salario bruto;2022;35.961,3
Hombres;27 Fabricación de material y equipo eléctrico;Pagos extraordinarios;2022;4.433,45
Hombres;27 Fabricación de material y equipo eléctrico;Valoración en especie;2022;238,32
Hombres;27 Fabricación de material y equipo eléctrico;Salario ordinario;2022;31.289,53
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Salario bruto;2022;33.934,06
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Pagos extraordinarios;2022;3.848,94
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Valoración en especie;2022;92,63
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Salario ordinario;2022;29.992,49
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Salario bruto;2022;37.673,39
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Pagos extraordinarios;2022;5.412,5
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Valoración en especie;2022;201,67
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Salario ordinario;2022;32.059,22
Hombres;30 Fabricación de otro material de transporte;Salario bruto;2022;46.955,4
Hombres;30 Fabricación de otro material de transporte;Pagos extraordinarios;2022;6.843,57
Hombres;30 Fabricación de otro material de transporte;Valoración en especie;2022;241,5
Hombres;30 Fabricación de otro material de transporte;Salario ordinario;2022;39.870,33
Hombres;31 Fabricación de muebles;Salario bruto;2022;22.994,1
Hombres;31 Fabricación de muebles;Pagos extraordinarios;2022;1.865,2
Hombres;31 Fabricación de muebles;Valoración en especie;2022;54,41
Hombres;31 Fabricación de muebles;Salario ordinario;2022;21.074,49
Hombres;32 Otras industrias manufactureras;Salario bruto;2022;26.369,33
Hombres;32 Otras industrias manufactureras;Pagos extraordinarios;2022;2.323,03
Hombres;32 Otras industrias manufactureras;Valoración en especie;2022;135,69
Hombres;32 Otras industrias manufactureras;Salario ordinario;2022;23.910,61
Hombres;33 Reparación e instalación de maquinaria y equipo;Salario bruto;2022;29.240,77
Hombres;33 Reparación e instalación de maquinaria y equipo;Pagos extraordinarios;2022;2.529,62
Hombres;33 Reparación e instalación de maquinaria y equipo;Valoración en especie;2022;76,74
Hombres;33 Reparación e instalación de maquinaria y equipo;Salario ordinario;2022;26.634,41
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Salario bruto;2022;57.488,36
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Pagos extraordinarios;2022;5.293,57
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Valoración en especie;2022;1.357,21
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Salario ordinario;2022;50.837,58
Hombres;36 Captación, depuración y distribución de agua;Salario bruto;2022;35.203,41
Hombres;36 Captación, depuración y distribución de agua;Pagos extraordinarios;2022;5.462,7
Hombres;36 Captación, depuración y distribución de agua;Valoración en especie;2022;157,65
Hombres;36 Captación, depuración y distribución de agua;Salario ordinario;2022;29.583,06
Hombres;37 Recogida y tratamiento de aguas residuales;Salario bruto;2022;28.750,57
Hombres;37 Recogida y tratamiento de aguas residuales;Pagos extraordinarios;2022;3.900,72
Hombres;37 Recogida y tratamiento de aguas residuales;Valoración en especie;2022;92,15
Hombres;37 Recogida y tratamiento de aguas residuales;Salario ordinario;2022;24.757,7
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Salario bruto;2022;29.346,55
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Pagos extraordinarios;2022;3.851,12
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Valoración en especie;2022;45,72
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Salario ordinario;2022;25.449,71
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Salario bruto;2022;-24.825,75
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Pagos extraordinarios;2022;-2.937,99
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Valoración en especie;2022;-161,81
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Salario ordinario;2022;-21.725,95
Hombres;41 Construcción de edificios;Salario bruto;2022;25.132,03
Hombres;41 Construcción de edificios;Pagos extraordinarios;2022;2.735,74
Hombres;41 Construcción de edificios;Valoración en especie;2022;52,8
Hombres;41 Construcción de edificios;Salario ordinario;2022;22.343,49
Hombres;42 Ingeniería civil;Salario bruto;2022;30.632,85
Hombres;42 Ingeniería civil;Pagos extraordinarios;2022;3.367,95
Hombres;42 Ingeniería civil;Valoración en especie;2022;107,54
Hombres;42 Ingeniería civil;Salario ordinario;2022;27.157,36
Hombres;43 Actividades de construcción especializada;Salario bruto;2022;24.353,12
Hombres;43 Actividades de construcción especializada;Pagos extraordinarios;2022;2.133,89
Hombres;43 Actividades de construcción especializada;Valoración en especie;2022;78,83
Hombres;43 Actividades de construcción especializada;Salario ordinario;2022;22.140,4
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Salario bruto;2022;25.208,62
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Pagos extraordinarios;2022;2.822,43
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Valoración en especie;2022;111,22
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Salario ordinario;2022;22.274,97
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Salario bruto;2022;30.052,57
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Pagos extraordinarios;2022;3.395,44
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Valoración en especie;2022;415,75
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Salario ordinario;2022;26.241,38
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Salario bruto;2022;22.900,21
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Pagos extraordinarios;2022;2.175,95
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Valoración en especie;2022;161,25
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Salario ordinario;2022;20.563,01
Hombres;49 Transporte terrestre y por tubería;Salario bruto;2022;25.637,51
Hombres;49 Transporte terrestre y por tubería;Pagos extraordinarios;2022;2.438,51
Hombres;49 Transporte terrestre y por tubería;Valoración en especie;2022;190,01
Hombres;49 Transporte terrestre y por tubería;Salario ordinario;2022;23.008,99
Hombres;50 Transporte marítimo y por vías navegables interiores;Salario bruto;2022;33.603,05
Hombres;50 Transporte marítimo y por vías navegables interiores;Pagos extraordinarios;2022;3.512,15
Hombres;50 Transporte marítimo y por vías navegables interiores;Valoración en especie;2022;197,51
Hombres;50 Transporte marítimo y por vías navegables interiores;Salario ordinario;2022;29.893,39
Hombres;51 Transporte aéreo;Salario bruto;2022;42.892,59
Hombres;51 Transporte aéreo;Pagos extraordinarios;2022;2.791,5
Hombres;51 Transporte aéreo;Valoración en especie;2022;609,89
Hombres;51 Transporte aéreo;Salario ordinario;2022;39.491,2
Hombres;52 Almacenamiento y actividades anexas al transporte;Salario bruto;2022;32.301,58
Hombres;52 Almacenamiento y actividades anexas al transporte;Pagos extraordinarios;2022;3.558,65
Hombres;52 Almacenamiento y actividades anexas al transporte;Valoración en especie;2022;236,25
Hombres;52 Almacenamiento y actividades anexas al transporte;Salario ordinario;2022;28.506,68
Hombres;53 Actividades postales y de correos;Salario bruto;2022;21.002,62
Hombres;53 Actividades postales y de correos;Pagos extraordinarios;2022;1.878,84
Hombres;53 Actividades postales y de correos;Valoración en especie;2022;31,87
Hombres;53 Actividades postales y de correos;Salario ordinario;2022;19.091,91
Hombres;55 Servicios de alojamiento;Salario bruto;2022;25.474
Hombres;55 Servicios de alojamiento;Pagos extraordinarios;2022;2.103,79
Hombres;55 Servicios de alojamiento;Valoración en especie;2022;136,23
Hombres;55 Servicios de alojamiento;Salario ordinario;2022;23.233,98
Hombres;56 Servicios de comidas y bebidas;Salario bruto;2022;15.595,88
Hombres;56 Servicios de comidas y bebidas;Pagos extraordinarios;2022;713,85
Hombres;56 Servicios de comidas y bebidas;Valoración en especie;2022;116,11
Hombres;56 Servicios de comidas y bebidas;Salario ordinario;2022;14.765,92
Hombres;58 Edición;Salario bruto;2022;37.241,44
Hombres;58 Edición;Pagos extraordinarios;2022;4.075,15
Hombres;58 Edición;Valoración en especie;2022;502,88
Hombres;58 Edición;Salario ordinario;2022;32.663,41
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Salario bruto;2022;34.488,76
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Pagos extraordinarios;2022;2.671,72
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Valoración en especie;2022;176,31
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Salario ordinario;2022;31.640,73
Hombres;60 Actividades de programación y emisión de radio y televisión;Salario bruto;2022;47.243,47
Hombres;60 Actividades de programación y emisión de radio y televisión;Pagos extraordinarios;2022;6.048,7
Hombres;60 Actividades de programación y emisión de radio y televisión;Valoración en especie;2022;321,87
Hombres;60 Actividades de programación y emisión de radio y televisión;Salario ordinario;2022;40.872,9
Hombres;61 Telecomunicaciones;Salario bruto;2022;44.083,43
Hombres;61 Telecomunicaciones;Pagos extraordinarios;2022;7.319,39
Hombres;61 Telecomunicaciones;Valoración en especie;2022;831,29
Hombres;61 Telecomunicaciones;Salario ordinario;2022;35.932,75
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Salario bruto;2022;38.580,89
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Pagos extraordinarios;2022;3.076,19
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Valoración en especie;2022;474,71
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Salario ordinario;2022;35.029,99
Hombres;63 Servicios de información;Salario bruto;2022;34.671,52
Hombres;63 Servicios de información;Pagos extraordinarios;2022;3.719,21
Hombres;63 Servicios de información;Valoración en especie;2022;338,24
Hombres;63 Servicios de información;Salario ordinario;2022;30.614,07
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Salario bruto;2022;59.404,84
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Pagos extraordinarios;2022;11.869,69
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Valoración en especie;2022;1.043,59
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Salario ordinario;2022;46.491,56
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Salario bruto;2022;50.994,45
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Pagos extraordinarios;2022;6.835,86
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Valoración en especie;2022;1.407,91
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Salario ordinario;2022;42.750,68
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Salario bruto;2022;36.075,54
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Pagos extraordinarios;2022;5.341,54
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Valoración en especie;2022;608,29
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Salario ordinario;2022;30.125,71
Hombres;68 Actividades inmobiliarias;Salario bruto;2022;30.649,13
Hombres;68 Actividades inmobiliarias;Pagos extraordinarios;2022;2.667,92
Hombres;68 Actividades inmobiliarias;Valoración en especie;2022;174,3
Hombres;68 Actividades inmobiliarias;Salario ordinario;2022;27.806,91
Hombres;69 Actividades jurídicas y de contabilidad;Salario bruto;2022;38.113,24
Hombres;69 Actividades jurídicas y de contabilidad;Pagos extraordinarios;2022;4.624,93
Hombres;69 Actividades jurídicas y de contabilidad;Valoración en especie;2022;204,41
Hombres;69 Actividades jurídicas y de contabilidad;Salario ordinario;2022;33.283,9
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Salario bruto;2022;37.892,48
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Pagos extraordinarios;2022;3.716,87
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Valoración en especie;2022;501,51
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Salario ordinario;2022;33.674,1
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Salario bruto;2022;35.515,46
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Pagos extraordinarios;2022;3.149,9
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Valoración en especie;2022;271,21
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Salario ordinario;2022;32.094,35
Hombres;72 Investigación y desarrollo;Salario bruto;2022;38.622,63
Hombres;72 Investigación y desarrollo;Pagos extraordinarios;2022;3.835,08
Hombres;72 Investigación y desarrollo;Valoración en especie;2022;241,11
Hombres;72 Investigación y desarrollo;Salario ordinario;2022;34.546,44
Hombres;73 Publicidad y estudios de mercado;Salario bruto;2022;36.882,71
Hombres;73 Publicidad y estudios de mercado;Pagos extraordinarios;2022;3.652,99
Hombres;73 Publicidad y estudios de mercado;Valoración en especie;2022;751,62
Hombres;73 Publicidad y estudios de mercado;Salario ordinario;2022;32.478,1
Hombres;74 Otras actividades profesionales, científicas y técnicas;Salario bruto;2022;31.739,32
Hombres;74 Otras actividades profesionales, científicas y técnicas;Pagos extraordinarios;2022;3.042,51
Hombres;74 Otras actividades profesionales, científicas y técnicas;Valoración en especie;2022;286,3
Hombres;74 Otras actividades profesionales, científicas y técnicas;Salario ordinario;2022;28.410,51
Hombres;75 Actividades veterinarias;Salario bruto;2022;-23.821,45
Hombres;75 Actividades veterinarias;Pagos extraordinarios;2022;-891,08
Hombres;75 Actividades veterinarias;Valoración en especie;2022;-61,22
Hombres;75 Actividades veterinarias;Salario ordinario;2022;-22.869,15
Hombres;77 Actividades de alquiler;Salario bruto;2022;27.305,35
Hombres;77 Actividades de alquiler;Pagos extraordinarios;2022;3.291,49
Hombres;77 Actividades de alquiler;Valoración en especie;2022;241,13
Hombres;77 Actividades de alquiler;Salario ordinario;2022;23.772,73
Hombres;78 Actividades relacionadas con el empleo;Salario bruto;2022;21.130,89
Hombres;78 Actividades relacionadas con el empleo;Pagos extraordinarios;2022;699,29
Hombres;78 Actividades relacionadas con el empleo;Valoración en especie;2022;60,55
Hombres;78 Actividades relacionadas con el empleo;Salario ordinario;2022;20.371,05
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Salario bruto;2022;32.593,7
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Pagos extraordinarios;2022;3.118,55
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Valoración en especie;2022;212,65
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Salario ordinario;2022;29.262,5
Hombres;80 Actividades de seguridad e investigación;Salario bruto;2022;22.560,35
Hombres;80 Actividades de seguridad e investigación;Pagos extraordinarios;2022;1.721,98
Hombres;80 Actividades de seguridad e investigación;Valoración en especie;2022;46,76
Hombres;80 Actividades de seguridad e investigación;Salario ordinario;2022;20.791,61
Hombres;81 Servicios a edificios y actividades de jardinería;Salario bruto;2022;19.438,02
Hombres;81 Servicios a edificios y actividades de jardinería;Pagos extraordinarios;2022;1.956,55
Hombres;81 Servicios a edificios y actividades de jardinería;Valoración en especie;2022;66,73
Hombres;81 Servicios a edificios y actividades de jardinería;Salario ordinario;2022;17.414,74
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Salario bruto;2022;24.133,73
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Pagos extraordinarios;2022;1.838,88
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Valoración en especie;2022;211,93
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Salario ordinario;2022;22.082,92
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Salario bruto;2022;35.813,05
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Pagos extraordinarios;2022;3.788,95
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Valoración en especie;2022;40,57
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Salario ordinario;2022;31.983,53
Hombres;85 Educación;Salario bruto;2022;31.290,07
Hombres;85 Educación;Pagos extraordinarios;2022;2.417,35
Hombres;85 Educación;Valoración en especie;2022;76,92
Hombres;85 Educación;Salario ordinario;2022;28.795,8
Hombres;86 Actividades sanitarias;Salario bruto;2022;43.255,43
Hombres;86 Actividades sanitarias;Pagos extraordinarios;2022;3.486,26
Hombres;86 Actividades sanitarias;Valoración en especie;2022;20,11
Hombres;86 Actividades sanitarias;Salario ordinario;2022;39.749,06
Hombres;87 Asistencia en establecimientos residenciales;Salario bruto;2022;20.695,3
Hombres;87 Asistencia en establecimientos residenciales;Pagos extraordinarios;2022;1.745,66
Hombres;87 Asistencia en establecimientos residenciales;Valoración en especie;2022;60,99
Hombres;87 Asistencia en establecimientos residenciales;Salario ordinario;2022;18.888,65
Hombres;88 Actividades de servicios sociales sin alojamiento;Salario bruto;2022;20.898,13
Hombres;88 Actividades de servicios sociales sin alojamiento;Pagos extraordinarios;2022;1.746,76
Hombres;88 Actividades de servicios sociales sin alojamiento;Valoración en especie;2022;20,85
Hombres;88 Actividades de servicios sociales sin alojamiento;Salario ordinario;2022;19.130,52
Hombres;90 Actividades de creación, artísticas y espectáculos;Salario bruto;2022;25.846,28
Hombres;90 Actividades de creación, artísticas y espectáculos;Pagos extraordinarios;2022;2.155,06
Hombres;90 Actividades de creación, artísticas y espectáculos;Valoración en especie;2022;50,16
Hombres;90 Actividades de creación, artísticas y espectáculos;Salario ordinario;2022;23.641,06
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Salario bruto;2022;26.062,51
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Pagos extraordinarios;2022;2.169,96
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Valoración en especie;2022;77,4
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Salario ordinario;2022;23.815,15
Hombres;92 Actividades de juegos de azar y apuestas;Salario bruto;2022;28.779,54
Hombres;92 Actividades de juegos de azar y apuestas;Pagos extraordinarios;2022;3.317,57
Hombres;92 Actividades de juegos de azar y apuestas;Valoración en especie;2022;68,03
Hombres;92 Actividades de juegos de azar y apuestas;Salario ordinario;2022;25.393,94
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Salario bruto;2022;17.986,86
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Pagos extraordinarios;2022;1.092,11
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Valoración en especie;2022;52,55
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Salario ordinario;2022;16.842,2
Hombres;94 Actividades asociativas;Salario bruto;2022;25.788,86
Hombres;94 Actividades asociativas;Pagos extraordinarios;2022;2.339,86
Hombres;94 Actividades asociativas;Valoración en especie;2022;75,93
Hombres;94 Actividades asociativas;Salario ordinario;2022;23.373,07
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Salario bruto;2022;25.889,26
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Pagos extraordinarios;2022;2.473,13
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Valoración en especie;2022;235,69
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Salario ordinario;2022;23.180,44
Hombres;96 Otros servicios personales;Salario bruto;2022;17.374,8
Hombres;96 Otros servicios personales;Pagos extraordinarios;2022;1.259,81
Hombres;96 Otros servicios personales;Valoración en especie;2022;14,61
Hombres;96 Otros servicios personales;Salario ordinario;2022;16.100,38
